game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
0022300336,3,Final,20231216/ATLCLE,1610612739,1610612737,2023,2023-12-16T00:00:00,4,     ,NBA TV
