game_id,game_status,game_status_text,game_code,home_team_id,visitor_team_id,season,game_date,period,game_clock,broadcaster
22300038,3,Final,20231121/TORORL,1610612753,1610612761,2023,2023-11-21T00:00:00,4,     ,
