SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1629630,0022400345,"DEC 07, 2024",MEM @ BOS,W,34,11,20,0.55,4,6,0.667,6,7,0.857,1,8,9,9,2,0,3,3,32,2,1
22024,1629630,0022400329,"DEC 05, 2024",MEM vs. SAC,W,28,2,13,0.154,0,6,0.0,4,4,1.0,2,1,3,7,0,1,2,2,8,-32,1
22024,1629630,0022400056,"DEC 03, 2024",MEM @ DAL,L,31,11,22,0.5,3,6,0.5,6,7,0.857,0,2,2,4,3,0,6,1,31,-9,1
22024,1629630,0022400306,"DEC 01, 2024",MEM vs. IND,W,27,6,13,0.462,2,7,0.286,5,6,0.833,0,2,2,8,1,1,0,2,19,13,1
22024,1629630,0022400042,"NOV 29, 2024",MEM vs. NOP,W,29,10,18,0.556,0,4,0.0,7,7,1.0,0,3,3,7,3,0,5,1,27,7,1
22024,1629630,0022400282,"NOV 25, 2024",MEM vs. POR,W,23,6,12,0.5,2,3,0.667,8,10,0.8,1,1,2,11,0,1,2,1,22,22,1
22024,1629630,0022400174,"NOV 06, 2024",MEM vs. LAL,W,24,7,17,0.412,2,3,0.667,4,5,0.8,0,4,4,5,1,1,5,2,20,8,1
22024,1629630,0022400158,"NOV 04, 2024",MEM @ BKN,L,33,10,22,0.455,1,3,0.333,4,4,1.0,1,4,5,9,0,0,3,0,25,2,1
22024,1629630,0022400142,"NOV 02, 2024",MEM @ PHI,W,31,6,13,0.462,0,2,0.0,6,8,0.75,0,6,6,12,2,0,6,1,18,21,1
22024,1629630,0022400128,"OCT 31, 2024",MEM vs. MIL,W,29,9,16,0.563,2,5,0.4,6,7,0.857,1,9,10,14,1,0,3,0,26,29,1
22024,1629630,0022400124,"OCT 30, 2024",MEM vs. BKN,L,29,5,16,0.313,1,6,0.167,3,4,0.75,2,6,8,11,0,0,5,3,14,4,1
22024,1629630,0022400092,"OCT 26, 2024",MEM vs. ORL,W,25,4,12,0.333,0,6,0.0,8,8,1.0,0,2,2,10,0,1,3,3,16,18,1
22024,1629630,0022400082,"OCT 25, 2024",MEM @ HOU,L,24,8,17,0.471,2,4,0.5,6,9,0.667,0,0,0,2,0,0,6,1,24,-9,1
22024,1629630,0022400070,"OCT 23, 2024",MEM @ UTA,W,28,7,12,0.583,0,2,0.0,8,9,0.889,0,5,5,10,1,0,3,4,22,-3,1
