game_id,game_date,matchup,win_loss,minutes,field_goals_made,field_goals_attempted,field_goal_pct,three_pointers_made,three_pointers_attempted,three_point_pct,free_throws_made,free_throws_attempted,free_throw_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,points,plus_minus
22400343,2024-12-07,NYK vs. DET,L,27.0,3,7,0.429,1,5,0.2,1,2,0.5,0,2,2,2,1,1,3,2,8,-14
22400327,2024-12-05,NYK vs. CHA,W,28.0,2,5,0.4,2,4,0.5,4,4,1.0,0,1,1,6,0,0,0,1,10,13
22400053,2024-12-03,NYK vs. ORL,W,26.0,5,11,0.455,5,7,0.714,3,3,1.0,1,2,3,4,1,0,2,3,18,-2
22400308,2024-12-01,NYK vs. NOP,W,22.0,5,9,0.556,3,4,0.75,0,0,0.0,1,1,2,3,1,0,2,2,13,18
22400040,2024-11-29,NYK @ CHA,W,27.0,5,9,0.556,2,5,0.4,2,2,1.0,2,3,5,1,0,0,0,0,14,4
22400292,2024-11-27,NYK @ DAL,L,15.0,1,2,0.5,0,1,0.0,3,3,1.0,0,2,2,2,1,1,0,1,5,-3
22400283,2024-11-25,NYK @ DEN,W,28.0,5,9,0.556,3,6,0.5,0,0,0.0,2,4,6,3,1,0,0,4,13,10
22400219,2024-11-13,NYK vs. CHI,L,23.0,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,2,0,0,1,0,2,10
22400004,2024-11-12,NYK @ PHI,W,26.0,6,12,0.5,3,8,0.375,0,0,0.0,0,3,3,2,2,0,1,1,15,12
22400203,2024-11-10,NYK @ IND,L,29.0,3,9,0.333,1,5,0.2,0,0,0.0,0,1,1,1,2,0,1,3,7,-5
22400189,2024-11-08,NYK vs. MIL,W,28.0,5,11,0.455,2,6,0.333,2,2,1.0,1,4,5,2,0,0,0,0,14,21
22400171,2024-11-06,NYK @ ATL,L,28.0,5,9,0.556,4,6,0.667,2,2,1.0,0,4,4,7,0,1,3,3,16,13
22400161,2024-11-04,NYK @ HOU,L,26.0,0,9,0.0,0,5,0.0,0,0,0.0,0,0,0,2,2,1,0,3,0,10
22400134,2024-11-01,NYK @ DET,W,28.0,4,12,0.333,2,8,0.25,0,1,0.0,1,2,3,2,4,0,0,2,10,14
22400122,2024-10-30,NYK @ MIA,W,25.0,3,8,0.375,2,5,0.4,2,2,1.0,1,2,3,2,2,1,2,1,10,-3
22400106,2024-10-28,NYK vs. CLE,L,29.0,6,12,0.5,2,6,0.333,0,0,0.0,1,2,3,4,0,0,1,2,14,-3
22400081,2024-10-25,NYK vs. IND,W,21.0,3,4,0.75,2,2,1.0,0,0,0.0,0,2,2,2,0,0,2,3,8,7
22400061,2024-10-22,NYK @ BOS,L,26.0,8,10,0.8,4,5,0.8,2,3,0.667,0,0,0,2,0,0,1,1,22,-18
